  Average Equal Weighted Returns -- Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
202102,16.15,14.96,12.41,12.38,15.23,11.87,10.36,7.58,8.38,3,10.19,6.97,6.94,1.53,2.62,8.96,6.82,2.6,3.32,1.79,8.7,4.1,3.76,2.82,3.39
202103,3.57,2.87,1.73,1.27,-2.14,5.44,4.91,4.89,1.96,-1.3,4.94,3.93,4.67,2.32,-4.91,7.63,6.39,6.15,4.19,-3.26,6.86,6.5,5.62,4.36,-6.98
202104,-0.88,0.6,1.85,1.82,1.86,1.63,0.92,2.83,2.24,2.75,2.08,4.08,3.07,5.19,3.35,4.12,5.44,6.4,5.05,4.51,3.37,5.67,5.6,2.42,3.78
202105,0.93,2.99,4.2,3.42,4.04,-0.14,2.11,1.19,1.36,3.31,0.09,0.37,0.62,1.56,-1.38,1.98,-0.01,1.47,1.86,-0.16,1.62,0.9,1.85,3.03,0.42
202106,1.12,1.79,0.94,0.93,2.5,1.05,1.76,-0.36,-0.35,3.26,1.86,0.23,-0.33,-0.34,3.22,0.61,1.17,0.62,0.18,0.63,1.15,1.89,1.78,0.53,4.07
202107,-6.62,-2.45,-1.9,-4.32,-5.75,-3.95,-2.05,-1.83,-1.92,-5.4,-0.75,0.66,-0.16,-0.96,-4.61,1.14,1.59,0.78,-1.36,-3.93,2.59,2.53,1.2,0.26,0.99
202108,-0.11,1.5,1.53,1.38,0.98,0.52,0.66,1.79,2.43,3.28,-1.16,1.52,1.94,1.33,2.39,1.04,2.35,2.64,2.44,5.08,0.84,2.81,2.16,2.06,0.85
202109,-3.84,-3.8,-3.07,-1.72,-0.52,-4.57,-2.76,-3.67,-1.59,-1.66,-3.11,-0.82,-3.05,-2.41,-3.21,-5.5,-3.58,-3.53,-3.49,-1.89,-4.26,-5.29,-4.09,-3.72,-4.23
202110,0.68,2.46,2.55,3.78,4.4,2.33,3.23,4.02,2.7,5.48,2.49,4.71,4.43,3.94,6.23,4,4.52,3.71,5.7,7.71,3.74,5.84,5.19,8.76,10.21
202111,-9.92,-3.62,-4.25,-4.15,-6.78,-6.78,-3.31,-3.94,-2.62,-4.7,-8.99,-5.45,-3.43,-2.85,-4.64,-5.4,-2.91,-3.6,-3.66,-3.38,-4.01,-1.51,-2.03,-2.08,-4.45
202112,-4.7,0.81,0.97,0.58,-0.45,1.06,4.04,5.57,4.22,1.44,2.46,5.8,4.73,4.32,-0.42,3.84,5.93,3.66,3.63,0.14,6.76,6.49,4.07,5.96,-0.46
202201,-9.24,-3.94,-3.24,-4.05,-5.79,-10.06,-5.67,-4.31,-4.65,-10.06,-8.25,-4.69,-5.28,-7.77,-10.16,-4.21,-4.87,-5.22,-6.39,-7.66,-3.98,-3.14,-6.01,-8.32,-7.09
202202,-1.81,0.99,1.77,1.04,3.58,0.07,0.87,0.88,1.96,2.36,-0.67,1.4,0.59,-0.42,2.31,-1.53,-1.68,-0.05,-0.88,3.52,-3.14,-1.3,-2.58,-0.82,-0.07
202203,1.99,2.58,4.25,2.64,4.62,1.13,0.44,0.73,1.05,4.42,1.91,0.77,1.2,1.29,2.26,-0.06,-0.75,2,4.2,4.4,-1.2,2.8,2.47,4.03,4.42
202204,-16.59,-5.92,-6.42,-6.8,-4.99,-14.06,-7.24,-6.74,-8.81,-6.6,-11.31,-6.29,-7.43,-7.38,-8.6,-12.44,-7.97,-5.84,-6.52,-9.08,-12.9,-5.89,-4.88,-7.07,-7.95
202205,-6.95,-1.79,-1.4,-1.13,0.25,-2.03,1.29,0.54,0.57,4.25,-1.6,0.52,0.19,1.42,3.01,-3.06,0.32,-0.31,-0.06,2.64,-1.64,0.99,-0.2,-0.42,3.37
202206,-8.63,-8.45,-4.86,-6.85,-12.1,-9.2,-7.74,-6.41,-8.64,-13.14,-11.87,-9.02,-7.34,-6.74,-12.76,-11.92,-9.77,-7.54,-6.96,-12.44,-10.82,-9.26,-8.51,-6.75,-8.65
202207,5.98,6.15,4.67,6.77,6.7,12.05,8.94,10.11,7.93,9.99,12.22,10.49,10.71,8.23,8.6,10.47,9.78,8.47,7,7.96,12.68,9.25,10.33,6.45,4.37
202208,-0.02,1.61,-1.33,-0.75,0.74,-1.94,-4.75,-2.31,-3.9,1.12,-4.93,-5.49,-2.97,-1.59,0.43,-3.81,-3.97,-2,-2.37,0.69,-3.03,-6,-3.68,-2.93,0.26
